Use Group,Use Header,Use Name,Use NAICS Code,NAICS Notes,NAICS to subtract,NAICS_Type,Zoning District,Permitted Value
IX(A),General Storage,#Self-service storage facility#,,,,0,C3,–
IX(A),General Storage,Trucking terminals or motor freight stations,,,,0,C3,–
IX(A),General Storage,Warehouses,,,,0,C3,–
IX(A),General Storage,Wholesale establishments,,,,0,C3,–
IX(B),Specialized Storage,Coal or gas storage,,,,0,C3,–
IX(B),Specialized Storage,"Explosives storage, when not prohibited by other ordinances",,,,0,C3,–
IX(B),Specialized Storage,Grain storage,,,,0,C3,–
IX(B),Specialized Storage,"Junk or salvage yards, including auto wrecking or similar establishments",,,,0,C3,–
IX(B),Specialized Storage,Lumber yard,,,,0,C3,–
IX(B),Specialized Storage,"Manure, peat or topsoil storage",,,,0,C3,–
IX(B),Specialized Storage,"Petroleum or petroleum products, storage or handling",,,,0,C3,–
IX(B),Specialized Storage,Refrigerating plants,,,,0,C3,–
IX(B),Specialized Storage,"Scrap metal, junk, paper or rags storage, sorting, or baling",,,,0,C3,–
IX(C),Vehicle Storage,Boat storage,,,,0,C3,●P     U
IX(C),Vehicle Storage,"Commercial or public vehicle storage, including #accessory# motor fuel pumps",,,,0,C3,–
IX(C),Vehicle Storage,Dead storage of motor vehicles,,,,0,C3,–
IX(C),Vehicle Storage,#Public parking garages# or #public parking lots#,,,,0,C3,–
X,Food Manufacturing (311),Animal food manufacturing (3111),3111,,,1,C3,–
X,Food Manufacturing (311),Sugar manufacturing (31131),31131,,,1,C3,–
X,Food Manufacturing (311),All other sugar and confectionary product manufacturing (in 3113),in 3113,3113 minus 31131,31131.0,3,C3,–
X,Food Manufacturing (311),Animal slaughtering and processing (3116),3116,,,1,C3,–
X,Food Manufacturing (311),Seafood product preparation and packaging (3117),3117,,,1,C3,–
X,Food Manufacturing (311),All other food manufacturing (in 311),in 311,"311 minus 3116, 3117",3116.0,3,C3,–
X,Food Manufacturing (311),All other food manufacturing (in 311),in 311,"311 minus 3116, 3117",3117.0,3,C3,–
X,Beverage and Tobacco Product Manufacturing (312),Distilleries (31214),31214,,,1,C3,–
X,Beverage and Tobacco Product Manufacturing (312),All other beverage manufacturing (in 3121),in 3121,3121 minus 31214,31214.0,3,C3,–
X,Beverage and Tobacco Product Manufacturing (312),Tobacco manufacturing (3122),3122,,,1,C3,–
X,Textile & Textile Product Mills (313 - 314),Textile mills (313),313,,,1,C3,–
X,Textile & Textile Product Mills (313 - 314),Textile product mills (314),314,,,1,C3,–
X,Apparel Manufacturing (315),Apparel manufacturing (315),315,,,1,C3,–
X,Leather and Allied Product Manufacturing (316),Leather and hide tanning and finishing (3161),3161,,,1,C3,–
X,Leather and Allied Product Manufacturing (316),Footwear manufacturing (3162),3162,,,1,C3,–
X,Leather and Allied Product Manufacturing (316),Other leather and allied product manufacturing (3169),3169,,,1,C3,–
X,Wood Product Manufacturing (321),Sawmills and wood preservation (3211),3211,,,1,C3,–
X,Wood Product Manufacturing (321),"Veneer, plywood, and engineered wood product manufacturing (3212)",3212,,,1,C3,–
X,Wood Product Manufacturing (321),Other wood product manufacturing (3219),3219,,,1,C3,–
X,Paper Manufacturing (322),"Pulp, paper, and paperboard mills (3221)",3221,,,1,C3,–
X,Paper Manufacturing (322),Stationary product manufacturing (32223),32223,,,1,C3,–
X,Paper Manufacturing (322),All other converted paper product manufacturing (in 3222),in 3222,3222 minus 32223,32223.0,3,C3,–
X,Printing and Related Support Activities (323),Printing and related support activities (3231),3231,,,1,C3,–
X,Petroleum and Coal Products Manufacturing (324),Petroleum and coal products manufacturing (3241),3241,,,1,C3,–
X,Chemical Manufacturing (325),Pharmaceutical and medicine manufacturing (3254),3254,,,1,C3,–
X,Chemical Manufacturing (325),Soap and other detergent manufacturing (325611),325611,,,1,C3,–
X,Chemical Manufacturing (325),"All other soap, cleaning compound and toilet preparation manufacturing (in 3256)",in 3256,3256 minus 325611,325611.0,3,C3,–
X,Chemical Manufacturing (325),All other chemical manufacturing (in 325),in 325,"325 minus 3254, 3256",3254.0,3,C3,–
X,Chemical Manufacturing (325),All other chemical manufacturing (in 325),in 325,"325 minus 3254, 3256",3256.0,3,C3,–
X,Plastics and Rubber Products Manufacturing (326),Plastics and rubber products manufacturing (326),326,,,1,C3,–
X,Nonmetallic Mineral Product Manufacturing (327),Clay building material and refractories manufacturing (32712),32712,,,1,C3,–
X,Nonmetallic Mineral Product Manufacturing (327),All other clay product and refractory manufacturing (in 3271),in 3271,3271 minus 32712,32712.0,3,C3,–
X,Nonmetallic Mineral Product Manufacturing (327),Flat glass manufacturing (327211),327211,,,1,C3,–
X,Nonmetallic Mineral Product Manufacturing (327),Other pressed and blown glass and glassware manufacturing (327212),327212,,,1,C3,–
X,Nonmetallic Mineral Product Manufacturing (327),All other glass and glass product manufacturing (in 3272),in 3272,"3272 minus 327211, 327212",327211.0,3,C3,–
X,Nonmetallic Mineral Product Manufacturing (327),All other glass and glass product manufacturing (in 3272),in 3272,"3272 minus 327211, 327212",327212.0,3,C3,–
X,Nonmetallic Mineral Product Manufacturing (327),All other nonmetallic mineral product manufacturing (in 327),in 327,"327 minus 3271, 3272",3271.0,3,C3,–
X,Nonmetallic Mineral Product Manufacturing (327),All other nonmetallic mineral product manufacturing (in 327),in 327,"327 minus 3271, 3272",3272.0,3,C3,–
X,Primary Metal Manufacturing and Fabricated Metal Product Manufacturing (331 - 332),Primary metal manufacturing (331),331,,,1,C3,–
X,Primary Metal Manufacturing and Fabricated Metal Product Manufacturing (331 - 332),Cutlery and handtool manufacturing (3322),3322,,,1,C3,–
X,Primary Metal Manufacturing and Fabricated Metal Product Manufacturing (331 - 332),All other fabricated metal product manufacturing (in 332),in 332,332 minus 3322,3322.0,3,C3,–
X,Machinery Manufacturing (333),"Agriculture, construction and mining machinery manufacturing (3331)",3331,,,1,C3,–
X,Machinery Manufacturing (333),All other machinery manufacturing (in 333),in 333,333 minus 3331,3331.0,3,C3,–
X,Computer and Electronic Product Manufacturing (334),Computer and peripheral equipment manufacturing (334),334,,,1,C3,–
X,"Electrical Equipment, Appliance, and Component Manufacturing (335)",Electric lighting equipment manufacturing (3351),3351,,,1,C3,–
X,"Electrical Equipment, Appliance, and Component Manufacturing (335)",Small electrical appliance manufacturing (33521),33521,,,1,C3,–
X,"Electrical Equipment, Appliance, and Component Manufacturing (335)",Major household appliance manufacturing (33522),33522,,,1,C3,–
X,"Electrical Equipment, Appliance, and Component Manufacturing (335)",All other electrical equipment and component manufacturing (in 335),in 335,"335 minus 3351, 33521, 33522",3351.0,3,C3,–
X,"Electrical Equipment, Appliance, and Component Manufacturing (335)",All other electrical equipment and component manufacturing (in 335),in 335,"335 minus 3351, 33521, 33522",33521.0,3,C3,–
X,"Electrical Equipment, Appliance, and Component Manufacturing (335)",All other electrical equipment and component manufacturing (in 335),in 335,"335 minus 3351, 33521, 33522",33522.0,3,C3,–
X,Transportation Equipment Manufacturing (336),Transportation equipment manufacturing (336),336,,,1,C3,–
X,Furniture and Related Product Manufacturing (337),Furniture and related product manufacturing (337),337,,,1,C3,–
X,Miscellaneous Manufacturing (339),Medical equipment and supplies manufacturing (3391),3391,,,1,C3,–
X,Miscellaneous Manufacturing (339),Other miscellaneous manufacturing (3399),3399,,,1,C3,–
I,Agriculture,"Agricultural #uses#, including greenhouses, nurseries or truck gardens",,,,0,C4,●P     U
I,Open Uses,Cemeteries,,,,0,C4,●
I,Open Uses,Golf courses,,,,0,C4,●
I,Open Uses,Outdoor racket courts,,,,0,C4,●P
I,Open Uses,Outdoor skating rinks,,,,0,C4,●P
I,Open Uses,#Public parks# or playgrounds or private parks,,,,0,C4,●
I,Open Uses,"Sand, gravel or clay pits",,,,0,C4,○
II,Residential Uses,#Single-family residence# #Detached#,,,,0,C4,●P
II,Residential Uses,#Single-family residence# Other types,,,,0,C4,●P
II,Residential Uses,#Two-family residence# #Detached#,,,,0,C4,●P
II,Residential Uses,#Two-family residence# Other types,,,,0,C4,●P
II,Residential Uses,"All other types of #residences#, including #apartment hotels# and #affordable independent residences for seniors#",,,,0,C4,●P
III(A),Educational Institutions,College or school student dormitories and fraternity or sorority student houses,,,,0,C4,●
III(A),Faith-based Institutions and Facilities,"Monasteries, convents or novitiates",,,,0,C4,●
III(A),Faith-based Institutions and Facilities,Rectories or parish houses with sleeping accommodations,,,,0,C4,●
III(A),Faith-based Institutions and Facilities,Seminaries with sleeping accommodations,,,,0,C4,●
III(A),Health Institutions and Facilities,#Long-term care facilities#,,,,0,C4,●P
III(A),Health Institutions and Facilities,#Non-profit hospital staff dwellings#,,,,0,C4,●P
III(A),Other Institutions and Facilities,Community centers or settlement houses with sleeping accommodations,,,,0,C4,●
III(A),Other Institutions and Facilities,Non-commercial clubs with sleeping accommodations,,,,0,C4,●P
III(A),Other Institutions and Facilities,Philanthropic or non-profit institutions with sleeping accommodations,,,,0,C4,●S
III(B),Educational Institutions,"Colleges or universities, including professional schools but excluding business colleges or trade schools",,,,0,C4,●
III(B),Educational Institutions,#Schools#,,,,0,C4,●
III(B),Faith-based Institutions and Facilities,Houses of worship,,,,0,C4,●
III(B),Faith-based Institutions and Facilities,Parish houses without sleeping accommodations,,,,0,C4,●
III(B),Faith-based Institutions and Facilities,Seminaries without sleeping accommodations,,,,0,C4,●
III(B),Health Institutions and Facilities,Ambulatory diagnostic or treatment health care facilities,,,,0,C4,●P
III(B),Health Institutions and Facilities,"Non-profit or voluntary hospitals and related facilities, except animal hospitals",,,,0,C4,●
III(B),Health Institutions and Facilities,"Proprietary hospitals and related facilities, except animal hospitals",,,,0,C4,●
III(B),Other Institutions and Facilities,Community centers or settlement houses without sleeping accommodations,,,,0,C4,●
III(B),Other Institutions and Facilities,Libraries,,,,0,C4,●
III(B),Other Institutions and Facilities,Museums,,,,0,C4,●
III(B),Other Institutions and Facilities,Non-commercial art galleries,,,,0,C4,●
III(B),Other Institutions and Facilities,Non-commercial clubs without sleeping accomodations,,,,0,C4,●P
III(B),Other Institutions and Facilities,Non-commercial recreation centers,,,,0,C4,●
III(B),Other Institutions and Facilities,"Philanthropic or non-profit institutions without sleeping accommodations, excluding ambulatory diagnostic or treatment health care facilities",,,,0,C4,●S
III(B),Other Institutions and Facilities,Welfare centers,,,,0,C4,●
IV(A),Public Service Buildings,Court houses,,,,0,C4,●
IV(A),Public Service Buildings,Fire or police stations,,,,0,C4,●
IV(A),Other Facilities,Prisons,,,,0,C4,●
IV(B),Communication Infrastructure,"Radio or television towers, non-#accessory#",,,,0,C4,○
IV(B),Communication Infrastructure,Telephone exchanges or other communications equipment structures,,,,0,C4,●P
IV(B),Electric and Gas Infrastructure,Electric power or steam generating plants,,,,0,C4,–
IV(B),Electric and Gas Infrastructure,Electric utility substations,,,,0,C4,●S     U
IV(B),Electric and Gas Infrastructure,Gas utility substations,,,,0,C4,●S     U
IV(B),Electric and Gas Infrastructure,Public utility stations for oil or gas metering or regulating,,,,0,C4,●
IV(B),Electric and Gas Infrastructure,"Terminal facilities at river crossings for access to electric, gas, or steam lines",,,,0,C4,●
IV(B),"Sewage, Storm Water and Waste Infrastructure",Composting,,,,0,C4,–
IV(B),"Sewage, Storm Water and Waste Infrastructure","Dumps, recycling or material recovery facilities, marine transfer stations for garbage or slag piles",,,,0,C4,–
IV(B),"Sewage, Storm Water and Waste Infrastructure","Incineration or reduction of garbage, offal or dead animals",,,,0,C4,–
IV(B),"Sewage, Storm Water and Waste Infrastructure",Radioactive waste disposal services involving the handling or storage of radioactive waste,,,,0,C4,–
IV(B),"Sewage, Storm Water and Waste Infrastructure",Sewage disposal plants,,,,0,C4,○
IV(B),"Sewage, Storm Water and Waste Infrastructure",Water or sewage pumping stations,,,,0,C4,●
IV(B),Transportation Infrastructure,Airports,,,,0,C4,–
IV(B),Transportation Infrastructure,Boat launching facilities for non-commercial pleasure boats,,,,0,C4,●U
IV(B),Transportation Infrastructure,Bus stations,,,,0,C4,○
IV(B),Transportation Infrastructure,Docks,,,,0,C4,●S     P     U
IV(B),Transportation Infrastructure,"Freight terminals, yards or appurtenances, or facilities or services used or required in railroad operations, but not including passenger stations",,,,0,C4,–
IV(B),Transportation Infrastructure,Heliports,,,,0,C4,○
IV(B),Transportation Infrastructure,Mooring facilities for non-commercial pleasure boats,,,,0,C4,●U
IV(B),Transportation Infrastructure,Public transit or railroad electric substations,,,,0,C4,○
IV(B),Transportation Infrastructure,"Public transit yards, including #accessory# motor fuel pumps",,,,0,C4,–
IV(B),Transportation Infrastructure,Railroad or transit rights-of-way,,,,0,C4,●U
IV(B),Transportation Infrastructure,Railroad passenger stations,,,,0,C4,○
IV(B),Transportation Infrastructure,Seaplane bases,,,,0,C4,○
IV(B),Transportation Infrastructure,Truck weighing stations,,,,0,C4,–
IV(C),Renewable Energy and Green Infrastructure,#Energy infrastructure equipment#,,,,0,C4,●P     U
IV(C),Renewable Energy and Green Infrastructure,Public bicycle and micromobility parking,,,,0,C4,●U
IV(C),Renewable Energy and Green Infrastructure,"Recycling, or organic material, receiving",,,,0,C4,●S
V,Transient Accommodations,#Motels#,,,,0,C4,●P
V,Transient Accommodations,Overnight camps,,,,0,C4,○
V,Transient Accommodations,#Tourist cabins#,,,,0,C4,●P
V,Transient Accommodations,#Transient hotels#,,,,0,C4,●P
VI Retail,Motor Vehicle and Parts Dealer (441),Automobile dealers (4411),4411,,,1,C4,●P
